Website, HTML
YES, https://registry.elevategreece.gov.gr/company/metargus/
NO, https://registry.elevategreece.gov.gr/company/meteorologica-pc/
NO, https://registry.elevategreece.gov.gr/company/startup/
YES, https://registry.elevategreece.gov.gr/company/metis-seagrass-single-member-private-company/
YES, https://registry.elevategreece.gov.gr/company/mindmed-ike/
YES, https://registry.elevategreece.gov.gr/company/minds-technologies--environmental-sciences-pc/
YES, https://registry.elevategreece.gov.gr/company/missionware-pc/
NO, https://registry.elevategreece.gov.gr/company/mistio/
YES, https://registry.elevategreece.gov.gr/company/mnlt-innovations-ike/
YES, https://registry.elevategreece.gov.gr/company/mobile-app-that-allows-you-to-place-your-order-and-pay-using-your-mobile-phone/
YES, https://registry.elevategreece.gov.gr/company/mobilo-pc/
NO, https://registry.elevategreece.gov.gr/company/mojestik-pc/
YES, https://registry.elevategreece.gov.gr/company/moptil--mobile-optical-illusions/
NO, https://registry.elevategreece.gov.gr/company/moralius-ike/
YES, https://registry.elevategreece.gov.gr/company/morphe-private-company/
YES, https://registry.elevategreece.gov.gr/company/morphoses-skills-μονοπροσωπη-ικε/
YES, https://registry.elevategreece.gov.gr/company/movenow-technologies-pc/
NO, https://registry.elevategreece.gov.gr/company/mr-pengu-greece-sa/
NO, https://registry.elevategreece.gov.gr/company/msb-technologies-pc/
NO, https://registry.elevategreece.gov.gr/company/myhabeats-ike/
NO, https://registry.elevategreece.gov.gr/company/mylingo-pc/
YES, https://registry.elevategreece.gov.gr/company/myloup-ικε/
YES, https://registry.elevategreece.gov.gr/company/myrmex-inc/
NO, https://registry.elevategreece.gov.gr/company/mzdp-management-services-optimizer-solutions-ιδιωτικη-κεφαλαιουχικη-εταιρεια/
NO, https://registry.elevategreece.gov.gr/company/môveoai/
NO, https://registry.elevategreece.gov.gr/company/nannukacom/
YES, https://registry.elevategreece.gov.gr/company/nanometrisis-private-company/
YES, https://registry.elevategreece.gov.gr/company/nanoplasmas-private-company/
NO, https://registry.elevategreece.gov.gr/company/nanoviis-εμπορικη-ικε/
YES, https://registry.elevategreece.gov.gr/company/narratologies/
YES, https://registry.elevategreece.gov.gr/company/nature-crete-pharmaceuticals-ι-κ-ε/
YES, https://registry.elevategreece.gov.gr/company/naumed-ltd/
YES, https://registry.elevategreece.gov.gr/company/ncomp/
YES, https://registry.elevategreece.gov.gr/company/nefton-group-hellas/
NO, https://registry.elevategreece.gov.gr/company/neofar-pc/
YES, https://registry.elevategreece.gov.gr/company/neos-beyond-payments/
NO, https://registry.elevategreece.gov.gr/company/nephele/
YES, https://registry.elevategreece.gov.gr/company/net-zero-analytics-ike/
YES, https://registry.elevategreece.gov.gr/company/netdata/
NO, https://registry.elevategreece.gov.gr/company/next-solutions-sa/
YES, https://registry.elevategreece.gov.gr/company/nimbata/
NO, https://registry.elevategreece.gov.gr/company/nk-engineering-design-and-consulting-pc/
YES, https://registry.elevategreece.gov.gr/company/noesis-technologies/
YES, https://registry.elevategreece.gov.gr/company/noma/
YES, https://registry.elevategreece.gov.gr/company/nomada-honey-soda/
YES, https://registry.elevategreece.gov.gr/company/nopservices-ike/
YES, https://registry.elevategreece.gov.gr/company/norbloc-ab/
NO, https://registry.elevategreece.gov.gr/company/nosileia-tora-pc/
YES, https://registry.elevategreece.gov.gr/company/nouspratit-it-business-solutions-pc/
YES, https://registry.elevategreece.gov.gr/company/novoville/
NO, https://registry.elevategreece.gov.gr/company/ntzns-sa/
YES, https://registry.elevategreece.gov.gr/company/nubis-ike/
NO, https://registry.elevategreece.gov.gr/company/nurbs-productions-κοτσιρας-αναστασιος-μονοπροσωπη-ικε/
NO, https://registry.elevategreece.gov.gr/company/nvisionist-ανωνυμη-εταιρεια-παροχης-υπηρεσιων-εξειδικευμενων-συστηματων/
YES, https://registry.elevategreece.gov.gr/company/oilx-single-member-private-company/
NO, https://registry.elevategreece.gov.gr/company/oliveex-pc/
YES, https://registry.elevategreece.gov.gr/company/olyra/
YES, https://registry.elevategreece.gov.gr/company/omgyno/
NO, https://registry.elevategreece.gov.gr/company/onetourismo-private-company-pc-ike/
YES, https://registry.elevategreece.gov.gr/company/onskull-development-ike/
YES, https://registry.elevategreece.gov.gr/company/openichnos-hellas-private-company/
NO, https://registry.elevategreece.gov.gr/company/opix-pc/
YES, https://registry.elevategreece.gov.gr/company/optagon-photonics/
YES, https://registry.elevategreece.gov.gr/company/optaily-ike/
YES, https://registry.elevategreece.gov.gr/company/optechain-pc/
NO, https://registry.elevategreece.gov.gr/company/optin-pc/
YES, https://registry.elevategreece.gov.gr/company/optisolio-ike/
YES, https://registry.elevategreece.gov.gr/company/opto-immunosensors/
NO, https://registry.elevategreece.gov.gr/company/oramavr-μονοπρόσωπη-αε/
YES, https://registry.elevategreece.gov.gr/company/orderit/
NO, https://registry.elevategreece.gov.gr/company/orfium--hexacorp-greece-single-member-sa/
YES, https://registry.elevategreece.gov.gr/company/oseven-single-member-private-company/
YES, https://registry.elevategreece.gov.gr/company/oviview-private-company/
YES, https://registry.elevategreece.gov.gr/company/owiwi/
YES, https://registry.elevategreece.gov.gr/company/ozzie-robotics/
YES, https://registry.elevategreece.gov.gr/company/pandrosia/
YES, https://registry.elevategreece.gov.gr/company/panteliον/
NO, https://registry.elevategreece.gov.gr/company/papergo-sa/
YES, https://registry.elevategreece.gov.gr/company/parkaround/
YES, https://registry.elevategreece.gov.gr/company/parkingstream/
YES, https://registry.elevategreece.gov.gr/company/payment-components-hellas/
YES, https://registry.elevategreece.gov.gr/company/pcn-materials-ike/
YES, https://registry.elevategreece.gov.gr/company/pd-neurotechnology-limited-ελληνικο-υποκαταστημα/
YES, https://registry.elevategreece.gov.gr/company/perceptual-robotics-limited/
NO, https://registry.elevategreece.gov.gr/company/pharmagnose-biotechnology-sa/
YES, https://registry.elevategreece.gov.gr/company/phasmatic/
YES, https://registry.elevategreece.gov.gr/company/phee-pc/
NO, https://registry.elevategreece.gov.gr/company/phenometry-pc/
YES, https://registry.elevategreece.gov.gr/company/phosprint-private-company/
YES, https://registry.elevategreece.gov.gr/company/physis-ingredients-monoprosopi-ike/
YES, https://registry.elevategreece.gov.gr/company/pixel-reign/
YES, https://registry.elevategreece.gov.gr/company/pixelocracy/
YES, https://registry.elevategreece.gov.gr/company/places--flavors-pc/
YES, https://registry.elevategreece.gov.gr/company/plano2-pc/
YES, https://registry.elevategreece.gov.gr/company/playerdex/
NO, https://registry.elevategreece.gov.gr/company/plegma-labs-sa/
YES, https://registry.elevategreece.gov.gr/company/pleioflow-hellas-sa/
NO, https://registry.elevategreece.gov.gr/company/pleione-energy-sa/
YES, https://registry.elevategreece.gov.gr/company/plimni-pc/
NO, https://registry.elevategreece.gov.gr/company/plin-nanotechnology-sa/
YES, https://registry.elevategreece.gov.gr/company/pockee-ικε/
YES, https://registry.elevategreece.gov.gr/company/pollfish-inc/
NO, https://registry.elevategreece.gov.gr/company/startup/
YES, https://registry.elevategreece.gov.gr/company/prideworks-ike/
YES, https://registry.elevategreece.gov.gr/company/prime-cognition-world-single-member-private-company/
YES, https://registry.elevategreece.gov.gr/company/probotek/
NO, https://registry.elevategreece.gov.gr/company/procure-ship-ae/
NO, https://registry.elevategreece.gov.gr/company/proelefsis-technologies-pc/
YES, https://registry.elevategreece.gov.gr/company/promilist/
YES, https://registry.elevategreece.gov.gr/company/prosperty/
YES, https://registry.elevategreece.gov.gr/company/protio/
NO, https://registry.elevategreece.gov.gr/company/proud-farm-group-of-farmers-pc/
YES, https://registry.elevategreece.gov.gr/company/purposeful-ιδιωτικη-κεφαλαιουχικη-εταιρεια/
YES, https://registry.elevategreece.gov.gr/company/pvp-media-pc/
YES, https://registry.elevategreece.gov.gr/company/pvpro-ltd/
YES, https://registry.elevategreece.gov.gr/company/pylis-ike/
YES, https://registry.elevategreece.gov.gr/company/qc-analytics-pc/
NO, https://registry.elevategreece.gov.gr/company/qcell-ike/
YES, https://registry.elevategreece.gov.gr/company/quadible/
NO, https://registry.elevategreece.gov.gr/company/qualitech-engineering--compiance-μικε/
NO, https://registry.elevategreece.gov.gr/company/quant-lab-ικε/
YES, https://registry.elevategreece.gov.gr/company/quantum-biometronics/
YES, https://registry.elevategreece.gov.gr/company/quantum-marineworks-pc/
NO, https://registry.elevategreece.gov.gr/company/quetri-it-solutions-pc/
YES, https://registry.elevategreece.gov.gr/company/quintessential-sft-ike/
YES, https://registry.elevategreece.gov.gr/company/radefy/
YES, https://registry.elevategreece.gov.gr/company/radical-elements-private-company/
YES, https://registry.elevategreece.gov.gr/company/raivotech-i-k-e/
YES, https://registry.elevategreece.gov.gr/company/rappid-studios-ike/
YES, https://registry.elevategreece.gov.gr/company/rbn-sat-consultants-ike/
YES, https://registry.elevategreece.gov.gr/company/readnet-publications-pc/
YES, https://registry.elevategreece.gov.gr/company/reality-technologies-ike/
YES, https://registry.elevategreece.gov.gr/company/recycglobe-private-company/
YES, https://registry.elevategreece.gov.gr/company/recytrust-ike/
NO, https://registry.elevategreece.gov.gr/company/redi-engineering-solutions-ike/
NO, https://registry.elevategreece.gov.gr/company/reelease-recycling-production-exploitation-and-recyclable-products-marketing-pc/
YES, https://registry.elevategreece.gov.gr/company/refarm/
YES, https://registry.elevategreece.gov.gr/company/releaz/
YES, https://registry.elevategreece.gov.gr/company/renthis2me/
NO, https://registry.elevategreece.gov.gr/company/renvis-pc/
YES, https://registry.elevategreece.gov.gr/company/resnovae-private-company/
YES, https://registry.elevategreece.gov.gr/company/resq-biotech-private-company/
YES, https://registry.elevategreece.gov.gr/company/retail-management-solutions-mike/
YES, https://registry.elevategreece.gov.gr/company/rething-iot-technologies-pc/
NO, https://registry.elevategreece.gov.gr/company/retouch-hs-ike/
NO, https://registry.elevategreece.gov.gr/company/revapp-dynamics-pc/
YES, https://registry.elevategreece.gov.gr/company/reveffect/
NO, https://registry.elevategreece.gov.gr/company/rhoé/
YES, https://registry.elevategreece.gov.gr/company/roadcube/
YES, https://registry.elevategreece.gov.gr/company/robenso-ike/
YES, https://registry.elevategreece.gov.gr/company/robosurvey-ltd/
NO, https://registry.elevategreece.gov.gr/company/robottogo-pc/
NO, https://registry.elevategreece.gov.gr/company/rodi-bg-hellas-μονοπροσωπη-ιδιωτικη-κεφαλαιουχικη-εταιρεια/
YES, https://registry.elevategreece.gov.gr/company/roleplay-private-company/
YES, https://registry.elevategreece.gov.gr/company/rtsafe/
NO, https://registry.elevategreece.gov.gr/company/run4more-pc/
NO, https://registry.elevategreece.gov.gr/company/safesize-greece-mae/
YES, https://registry.elevategreece.gov.gr/company/sail-in-greece-adventures-ike/
YES, https://registry.elevategreece.gov.gr/company/sammy-pc/
YES, https://registry.elevategreece.gov.gr/company/santorini-lost-atlantis/
NO, https://registry.elevategreece.gov.gr/company/saphetor-sa-υποκατάστημα-αλλοδαπής/
YES, https://registry.elevategreece.gov.gr/company/schoolbusnet-ike/
NO, https://registry.elevategreece.gov.gr/company/scidrones-ικε/
YES, https://registry.elevategreece.gov.gr/company/scientia-maris/
YES, https://registry.elevategreece.gov.gr/company/scientra/
NO, https://registry.elevategreece.gov.gr/company/scio-pc/
YES, https://registry.elevategreece.gov.gr/company/sec-ike/
NO, https://registry.elevategreece.gov.gr/company/seaorama-pc/
YES, https://registry.elevategreece.gov.gr/company/seems-pc/
NO, https://registry.elevategreece.gov.gr/company/sense-space-informatics-pc/
YES, https://registry.elevategreece.gov.gr/company/serve-sterile-μονοπροσωπη-ike/
YES, https://registry.elevategreece.gov.gr/company/seven-ifb-smpc/
NO, https://registry.elevategreece.gov.gr/company/seven-red-lines-pc/
YES, https://registry.elevategreece.gov.gr/company/shuttle-catheters-pc/
YES, https://registry.elevategreece.gov.gr/company/signal-ocean-single-member-private-company/
NO, https://registry.elevategreece.gov.gr/company/silent-inbox-pc/
YES, https://registry.elevategreece.gov.gr/company/simpler/
YES, https://registry.elevategreece.gov.gr/company/simplybook/
NO, https://registry.elevategreece.gov.gr/company/single-member-pc-nulicious/
NO, https://registry.elevategreece.gov.gr/company/sipit-ike/
YES, https://registry.elevategreece.gov.gr/company/sloa-limited/
NO, https://registry.elevategreece.gov.gr/company/smart-agro-hub-sa/
YES, https://registry.elevategreece.gov.gr/company/smart-shipping-technologies-pc/
YES, https://registry.elevategreece.gov.gr/company/smart-shopping/
YES, https://registry.elevategreece.gov.gr/company/smartcv-pc/
NO, https://registry.elevategreece.gov.gr/company/smarteching-education-ικε/
NO, https://registry.elevategreece.gov.gr/company/smartrep-ικε/
YES, https://registry.elevategreece.gov.gr/company/smarts-private-company/
NO, https://registry.elevategreece.gov.gr/company/smiling-machines-ike/
YES, https://registry.elevategreece.gov.gr/company/socital-development-center-single-member-pc/
YES, https://registry.elevategreece.gov.gr/company/solbotix/
YES, https://registry.elevategreece.gov.gr/company/solmeyea/
YES, https://registry.elevategreece.gov.gr/company/sotiria-technology/
YES, https://registry.elevategreece.gov.gr/company/sourcelair-ιδιωτικη-κεφαλαιουχικη-εταιρεια/
NO, https://registry.elevategreece.gov.gr/company/space-talos-ltd/
YES, https://registry.elevategreece.gov.gr/company/spaceprk/
NO, https://registry.elevategreece.gov.gr/company/spaniaio/
YES, https://registry.elevategreece.gov.gr/company/sparklean-ike/
YES, https://registry.elevategreece.gov.gr/company/speedporter/
YES, https://registry.elevategreece.gov.gr/company/spin-analytics/
NO, https://registry.elevategreece.gov.gr/company/spin-elektrik-ike/
NO, https://registry.elevategreece.gov.gr/company/spirit-aeronautical-systems-sa/
NO, https://registry.elevategreece.gov.gr/company/startup/
NO, https://registry.elevategreece.gov.gr/company/spotlightpos-hellas-μονπη-ικε/
YES, https://registry.elevategreece.gov.gr/company/squaredev-hellas/
YES, https://registry.elevategreece.gov.gr/company/ss-ippokampos-ellas-pc/
YES, https://registry.elevategreece.gov.gr/company/startbio-pc/
NO, https://registry.elevategreece.gov.gr/company/stinportagr--cretum-pc/
NO, https://registry.elevategreece.gov.gr/company/stofernogr/
YES, https://registry.elevategreece.gov.gr/company/streamowl-private-company/
YES, https://registry.elevategreece.gov.gr/company/stymon-natural-products-ike/
NO, https://registry.elevategreece.gov.gr/company/sunlightio-greece-single-member-pc/
YES, https://registry.elevategreece.gov.gr/company/sustainable-seafood-company-single-member-private-company/
YES, https://registry.elevategreece.gov.gr/company/swaplanet-ικε/
NO, https://registry.elevategreece.gov.gr/company/symbiolabs-circular-intelligence-ικε/
NO, https://registry.elevategreece.gov.gr/company/synthetica-pc/
YES, https://registry.elevategreece.gov.gr/company/tamasenco-hellas-ike/
YES, https://registry.elevategreece.gov.gr/company/techapps-healthier-ike/
YES, https://registry.elevategreece.gov.gr/company/tekmon-private-company/
NO, https://registry.elevategreece.gov.gr/company/ten06gr-sm-ike/
NO, https://registry.elevategreece.gov.gr/company/tendertec-hellas-ike/
YES, https://registry.elevategreece.gov.gr/company/tendertec-hellas-υποκατάστημα-αλλοδαπής/
NO, https://registry.elevategreece.gov.gr/company/terra-robotics-pc/
YES, https://registry.elevategreece.gov.gr/company/terraplus-ike/
NO, https://registry.elevategreece.gov.gr/company/thermodraft-ικε/
NO, https://registry.elevategreece.gov.gr/company/thess-ic-μονοπρόσωπη-ike/
YES, https://registry.elevategreece.gov.gr/company/thetabiomarkers/
YES, https://registry.elevategreece.gov.gr/company/third-party-logistics-private-company/
NO, https://registry.elevategreece.gov.gr/company/throo-technology-ικε/
NO, https://registry.elevategreece.gov.gr/company/thruwind-technologies/
NO, https://registry.elevategreece.gov.gr/company/ticketseller-pc/
YES, https://registry.elevategreece.gov.gr/company/tiledb/
YES, https://registry.elevategreece.gov.gr/company/tipoukeitos-ike/
YES, https://registry.elevategreece.gov.gr/company/toorbee-technologies-smpc/
YES, https://registry.elevategreece.gov.gr/company/top-town/
NO, https://registry.elevategreece.gov.gr/company/tourlifeeu-pc/
YES, https://registry.elevategreece.gov.gr/company/train-me-tech-μονοπροσωπη-ι-κ-ε/
YES, https://registry.elevategreece.gov.gr/company/traqbeat-technologies-pc/
YES, https://registry.elevategreece.gov.gr/company/travel-food-people/
YES, https://registry.elevategreece.gov.gr/company/travel-power-ae/
YES, https://registry.elevategreece.gov.gr/company/travel2fit/
YES, https://registry.elevategreece.gov.gr/company/travelmyth/
YES, https://registry.elevategreece.gov.gr/company/travelr/
YES, https://registry.elevategreece.gov.gr/company/trimsignal/
YES, https://registry.elevategreece.gov.gr/company/triparound/
YES, https://registry.elevategreece.gov.gr/company/troosh-ike/
YES, https://registry.elevategreece.gov.gr/company/truevoyagers-private-company/
YES, https://registry.elevategreece.gov.gr/company/tsoukakis-software-technologies-and-services/
YES, https://registry.elevategreece.gov.gr/company/tutobo-smart-toys/
NO, https://registry.elevategreece.gov.gr/company/twobull-meditherapy-pc/
YES, https://registry.elevategreece.gov.gr/company/ucandrone-sa/
YES, https://registry.elevategreece.gov.gr/company/ume-monoπροσωπη-ικε/
NO, https://registry.elevategreece.gov.gr/company/univeye-ικε/
YES, https://registry.elevategreece.gov.gr/company/unlimited-adrenaline/
NO, https://registry.elevategreece.gov.gr/company/up2metric-pc/
YES, https://registry.elevategreece.gov.gr/company/upiria/
YES, https://registry.elevategreece.gov.gr/company/upsell-monoprosopi-ike/
YES, https://registry.elevategreece.gov.gr/company/upstreet/
YES, https://registry.elevategreece.gov.gr/company/urbanhype/
YES, https://registry.elevategreece.gov.gr/company/useberry/
NO, https://registry.elevategreece.gov.gr/company/vp-project-one-ltd/
YES, https://registry.elevategreece.gov.gr/company/vado--pencilcase-ike/
YES, https://registry.elevategreece.gov.gr/company/valuelenz/
YES, https://registry.elevategreece.gov.gr/company/vehicle-performance-rating-vpr-ike/
NO, https://registry.elevategreece.gov.gr/company/vendoragr/
NO, https://registry.elevategreece.gov.gr/company/vertitech-sa--classter/
NO, https://registry.elevategreece.gov.gr/company/vertliner-pc/
YES, https://registry.elevategreece.gov.gr/company/vesselbot/
YES, https://registry.elevategreece.gov.gr/company/vesseljoin/
YES, https://registry.elevategreece.gov.gr/company/vivante-health/
YES, https://registry.elevategreece.gov.gr/company/vivestia-booking-and-metasearch-platform-ike/
NO, https://registry.elevategreece.gov.gr/company/vsale-pc/
YES, https://registry.elevategreece.gov.gr/company/wadata/
NO, https://registry.elevategreece.gov.gr/company/wappier-platforms-and-services-μονοπροσωπη-ιδιωτικη-κεφαλαιουχικη-εταιρεια/
NO, https://registry.elevategreece.gov.gr/company/wardrobly-single-member-pc/
YES, https://registry.elevategreece.gov.gr/company/we-provide-tools-for-fast/
YES, https://registry.elevategreece.gov.gr/company/wearetravelers/
NO, https://registry.elevategreece.gov.gr/company/weasic-microelectronics-sa/
YES, https://registry.elevategreece.gov.gr/company/wecook-sa/
NO, https://registry.elevategreece.gov.gr/company/wedding-agenda-pc/
YES, https://registry.elevategreece.gov.gr/company/welcome-pickups/
YES, https://registry.elevategreece.gov.gr/company/wellbee-medical-data/
YES, https://registry.elevategreece.gov.gr/company/what-if--digital-transformation/
YES, https://registry.elevategreece.gov.gr/company/whoopee/
YES, https://registry.elevategreece.gov.gr/company/wikifarmer-ike/
NO, https://registry.elevategreece.gov.gr/company/wild-ferments-pc/
YES, https://registry.elevategreece.gov.gr/company/winner-battery-hellas-smpc/
YES, https://registry.elevategreece.gov.gr/company/woli-operations-ike/
YES, https://registry.elevategreece.gov.gr/company/workadu/
YES, https://registry.elevategreece.gov.gr/company/workathlon/
YES, https://registry.elevategreece.gov.gr/company/wrapp/
NO, https://registry.elevategreece.gov.gr/company/wwwnutreegr/
YES, https://registry.elevategreece.gov.gr/company/wysely/
NO, https://registry.elevategreece.gov.gr/company/xηαle-μοναε/
YES, https://registry.elevategreece.gov.gr/company/yiufi-αε/
NO, https://registry.elevategreece.gov.gr/company/yolt-labs-pc/
YES, https://registry.elevategreece.gov.gr/company/yoop-pc/
NO, https://registry.elevategreece.gov.gr/company/your-therapist-pc/
NO, https://registry.elevategreece.gov.gr/company/youth-lab-sa/
NO, https://registry.elevategreece.gov.gr/company/ysoft-informatics-sa-ysoft-sa/
YES, https://registry.elevategreece.gov.gr/company/zanteweb-it--development-ike/
YES, https://registry.elevategreece.gov.gr/company/zelus-ικε/
NO, https://registry.elevategreece.gov.gr/company/startup/
NO, https://registry.elevategreece.gov.gr/company/ειρμος-ιδιωτική-κεφαλαιουχική-εταιρεία/
NO, https://registry.elevategreece.gov.gr/company/εναλιες-τεχνολογιες-ιδιωτικη-κεφαλαιουχικη-εταιρεια/
NO, https://registry.elevategreece.gov.gr/company/ερευνα-και-αναπτυξη-στην-ιατρικη-πληροφορικη--hispin-ικε/
YES, https://registry.elevategreece.gov.gr/company/ιμον-international/
NO, https://registry.elevategreece.gov.gr/company/κεεανο-μονοπροσωπη-ιδιωτικη-κεφαλαιουχικη-εταιρεια/
NO, https://registry.elevategreece.gov.gr/company/λερνα-μονοπροσωπη-ικε/
NO, https://registry.elevategreece.gov.gr/company/νετφοξ-ανωνυμη-εταιρεια-τηλεπικοινωνιακου-δικτυου/
NO, https://registry.elevategreece.gov.gr/company/νιου-κο-τεχνολογικη-ανωνυμη-εταιρεια-new-co-sa/
YES, https://registry.elevategreece.gov.gr/company/πραγματευφυια-ικε--thingenious-pc/
NO, https://registry.elevategreece.gov.gr/company/προνοώ-μονοπρόσωπη-ike-pronoo-monoprosopi-ike/
